ch_name,weight,x,y,z,name,sub_name,WMvsGM,LvsR,Anat,Desikan_Killiany,fsaverageINF_coord_1,fsaverageINF_coord_2,fsaverageINF_coord_3,ScannerNativeRAS_coord_1,ScannerNativeRAS_coord_2,ScannerNativeRAS_coord_3,MGRID_coord_1,MGRID_coord_2,MGRID_coord_3,subINF_coord_1,subINF_coord_2,subINF_coord_3
sub-03 LSR1,0.053515918953820144,-41.88009499,-41.71641312,5.784902272,LSR1,sub-03 LSR1,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-37.73373413,-35.36219406,-16.71707344,-40.07332382,-0.662508861,19.80850702,170.556,102.444,166.333,-45.18508911,-36.80889511,-25.92963791
sub-02 LpFG6,-0.05339112439050336,-45.67028463,-65.81119259,-4.149234428,LpFG6,sub-02 LpFG6,GM,L,Inferior Temporal Gyrus (ITG),inferiortemporal,-26.25697708,-71.03839874,-27.30573654,-44.68825526,-44.69666997,-77.12557983,171.5,153.5,188.0,-29.02704048,-73.95623016,-52.67987061
sub-05 RaTh3,0.0533256769253989,14.43624965,1.968532538,13.96494117,RaTh3,sub-05 RaTh3,WM,R,Caudate,Right-Caudate,-40.83731461,26.029562,-5.442589283,13.62975976,7.985746255,-2.899720311,114.667,110.0,129.667,-45.37847137,25.89561272,1.314748049
sub-08 Lins10,-0.0531793947717777,-20.88690106,24.81744069,45.24894894,Lins10,sub-08 Lins10,GM,L,Superior Frontal Gyrus,superiorfrontal,11.74579811,66.11791992,43.68787766,-17.7803421,24.97949219,43.73246002,144.0,82.5,125.0,12.53422356,41.90740204,92.26039124
sub-07 LOfC2,-0.0531588634633812,-17.45289592,35.51267093,-18.62332357,LOfC2,sub-07 LOfC2,GM,L,Lateral Orbitofrontal Cortex,lateralorbitofrontal,12.43952942,77.57211304,-48.31067657,-22.17249756,53.71019897,11.68259888,144.3,144.7,89.4,17.67814255,100.5447159,-35.94380951
sub-07 LmCC14,-0.053056592892041836,-10.83328262,-28.74808087,44.36733403,LmCC14,sub-07 LmCC14,GM,L,Paracentral Lobule,paracentral,29.6037674,-9.501796722,48.87226486,-15.67249756,-17.28980103,59.38259888,137.8,97.0,160.4,33.48084641,-24.60439682,51.67877197
sub-08 RpTh1,-0.05298189717948448,10.10235738,-26.42082927,0.090571297,RpTh1,sub-08 RpTh1,WM,R,Thalamus,Right-Thalamus-Proper,-27.34950256,-8.404550552,-24.62289238,8.552657898,-1.687507813,-19.76753998,117.667,146.0,151.667,-37.41427994,-2.330053091,-24.16882515
sub-02 RAMY3,-0.05286077169132866,27.89293667,-4.119465439,-19.70270493,RAMY3,sub-02 RAMY3,WM,R,Inf-Lat-Vent,Right-Inf-Lat-Vent,-2.652715445,29.59482384,-57.31310654,23.47874479,19.63633762,-75.62557983,103.333,152.0,123.667,-5.790262699,28.54310608,-49.04345322
sub-07 RPCu4,-0.05282492006854283,6.238272329,-41.49679844,44.03017014,RPCu4,sub-07 RPCu4,GM,R,Paracentral Lobule,paracentral,-28.59768867,-33.94192505,38.29541397,0.252502441,-28.90230103,58.23259888,121.875,98.15,172.0125,-36.37187576,-45.17891312,36.05780029
sub-08 Lcin14,0.05277654670685775,-11.82230949,47.87571055,39.68528348,Lcin14,sub-08 Lcin14,GM,L,Superior Frontal Gyrus,superiorfrontal,20.84070969,91.80352783,25.56066895,-8.780342102,47.64649219,49.89916002,135.0,76.3333,102.333,28.96351242,77.41500854,93.75921631
sub-08 RPHC5,0.05217553388522405,40.81394894,-38.76736831,-9.988229061,RPHC5,sub-08 RPHC5,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-0.996246338,-30.26409531,-46.95795822,36.2196579,-9.020507813,-34.76753998,90.0,161.0,159.0,-5.323675156,-16.99054718,-60.5696373
sub-06 RmCC4,0.051960540652661896,7.332781299,23.10029042,25.05323373,RmCC4,sub-06 RmCC4,GM,R,Caudal Anterior Cingulate Cortex,caudalanteriorcingulate,-35.44327927,52.74547577,8.013087749,12.87416077,43.30459595,34.89147949,120.75,108.0,114.0,-38.3534317,52.67511368,16.59818459
sub-07 RAMY10,-0.05195875549775819,61.14045,-18.15530187,-14.56541433,RAMY10,sub-07 RAMY10,GM,R,Middle Temporal Gyrus (MTG),middletemporal,41.38747787,-4.728386879,-44.58039474,50.79420244,4.110198975,12.04959888,71.3333,144.333,139.0,45.88135529,10.07321167,-51.21760941
sub-07 RpTh12,0.05185030054846239,68.68559646,-26.95175323,13.33438356,RpTh12,sub-07 RpTh12,GM,R,Superior Temporal Gyrus (STG),superiortemporal,39.06489182,-18.5228157,-7.055661201,57.12750244,-8.556801025,36.04959888,65.0,120.333,151.667,42.0831604,-13.05612564,-2.217812538
sub-07 LAMY7,0.05180753463351695,-47.61190682,-18.36966607,-19.23676997,LAMY7,sub-07 LAMY7,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-39.67229843,-1.280643702,-38.61578751,-47.47249756,1.910198975,2.382598877,169.6,154.0,141.2,-36.17033005,22.56482887,-59.05884171
sub-02 LACC1,-0.05179177902786438,-5.086947807,29.71188362,-23.73639117,LACC1,sub-02 LACC1,GM,L,Medial Orbitofrontal Cortex,medialorbitofrontal,24.47803497,64.58216858,-49.76103592,-7.438255191,53.17834165,-76.62557983,134.25,153.0,90.125,35.47639465,95.28112793,-40.51540756
sub-02 LRCS6,0.051790379985493976,-29.21755962,-49.3080346,28.17702207,LRCS6,sub-02 LRCS6,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-10.6554985,-46.87807846,39.20290756,-31.18825525,-33.69666868,-46.12557983,158.0,122.5,177.0,-28.36593246,-70.41493988,-9.799373627
sub-05 RpIN16,-0.0517401820070284,18.70303,-55.29395551,58.51316964,RpIN16,sub-05 RpIN16,GM,R,Superior Parietal Lobule,superiorparietal,-14.74119663,-50.93500137,63.20348358,16.92175957,-50.59725355,9.600278944,111.375,97.5,188.25,-17.60520935,-83.6973114,32.0664711
sub-02 LOFC5,-0.05157606979472264,-30.38293857,30.17216851,-14.91651718,LOFC5,sub-02 LOFC5,GM,L,Lateral Orbitofrontal Cortex,lateralorbitofrontal,-1.131217718,73.2181015,-44.92255402,-31.35475519,51.80334151,-71.04207983,158.1665,147.4165,91.5,-3.275525331,94.17641449,-41.84037018
sub-08 Lenc9,0.051368993850081965,-63.17674062,-13.60068227,-22.6430047,Lenc9,sub-08 Lenc9,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-36.96496201,2.631167293,-55.24266815,-58.4473421,21.31249219,-31.76753998,184.667,158.0,128.667,-41.44277573,33.68097687,-50.15574646
sub-07 LRMD5,0.05093822568553617,-18.07999202,-12.81253067,-4.877192968,LRMD5,sub-07 LRMD5,WM,L,Cerebral WM,Left-Cerebral-White-Matter,14.39522362,16.18560505,-48.76633453,-21.37249756,5.610198975,17.38259888,143.5,139.0,137.5,21.50345612,15.58105278,-48.30814362
sub-07 LpTh8,0.050755318943020385,-45.72696642,-36.66541247,7.268889632,LpTh8,sub-07 LpTh8,GM,L,Superior Temporal Gyrus (STG),superiortemporal,-30.66566086,-15.06850243,-8.719133377,-45.87249756,-19.68980103,23.58259888,168.0,132.8,162.8,-34.42563629,-19.96513176,-10.77246284
sub-07 LOfC3,-0.05071848356407151,-20.72644877,35.06136558,-14.20697522,LOfC3,sub-07 LOfC3,GM,L,Lateral Orbitofrontal Cortex,lateralorbitofrontal,9.019394875,77.67575073,-47.50115585,-25.24749756,52.48519897,15.38259888,147.375,141.0,90.625,10.26393032,96.18432617,-37.86481476
sub-05 RaTh1,0.050697901583269075,6.441411005,-6.364481405,13.50237164,RaTh1,sub-05 RaTh1,WM,R,Thalamus,Right-Thalamus-Proper,-40.35548782,13.33878994,-6.736930847,5.796760231,1.652746203,-5.399720162,122.5,112.5,136.0,-45.72480011,14.14055443,-2.288940907
sub-02 AINS4,-0.050622720386212086,-38.92262557,0.499549794,-1.033545108,AINS4,sub-02 AINS4,GM,L,Insula,insula,-13.15029144,35.64525604,-29.3396244,-39.52125521,20.13633775,-64.29257983,166.333,140.667,123.167,-11.01271534,36.11849976,-33.78845978
sub-08 RPHC11,-0.05061997746346291,61.82086994,-47.03234531,-9.628318061,RPHC11,sub-08 RPHC11,GM,R,Inferior Temporal Gyrus (ITG),inferiortemporal,38.42607117,-41.06867981,-32.70255661,55.2196579,-17.02050781,-38.76753998,71.0,165.0,167.0,37.28457642,-30.89474106,-62.43346024
sub-02 LOFC7,0.05052837798882575,-39.95156657,31.74170264,-9.489279425,LOFC7,sub-02 LOFC7,GM,L,Inferior Frontal Gyrus (IFG),parstriangularis,-13.12929535,68.87722778,-29.73665428,-40.52125519,52.30334158,-66.95857983,167.333,143.333,91.0,-15.45749474,85.83808899,-32.04678345
sub-02 LACC9,0.0503936848264208,-15.14174013,50.02602757,16.11947557,LACC9,sub-02 LACC9,WM,L,Cerebral WM,Left-Cerebral-White-Matter,17.29869652,104.0490875,2.857848644,-18.96625518,66.30334323,-40.73657983,145.778,117.111,77.0,14.39716053,110.9143295,26.23259926
sub-06 LRMD10,0.050252078680353564,-43.19236135,-10.43588038,-3.849400268,LRMD10,sub-06 LRMD10,GM,L,Superior Temporal Gyrus (STG),superiortemporal,-15.18094254,26.5459919,-26.05958939,-36.17583923,21.90459595,6.891479492,169.8,136.0,135.4,-23.77278709,18.53764343,-23.47926331
sub-07 LmCC6,0.05004857689168702,-10.40773002,11.10451533,31.57469503,LmCC6,sub-07 LmCC6,WM,L,Cerebral WM,Left-Cerebral-White-Matter,36.6278801,38.11376953,20.96688843,-16.37249756,22.61019897,53.38259888,138.5,103.0,120.5,40.23258972,43.49700928,22.36303139
sub-08 LpTh1,0.04991683761786676,-8.317551309,-24.25919781,-1.188614311,LpTh1,sub-08 LpTh1,WM,L,Thalamus,Left-Thalamus-Proper,30.49210739,-5.469269276,-26.38195801,-8.280342102,1.229492188,-19.51753998,134.5,145.75,148.75,40.21582031,0.718690962,-24.51703644
sub-08 Lenc5,0.04989976417350105,-43.67539831,16.46249219,-41.54512431,Lenc5,sub-08 Lenc5,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-17.92593002,29.82400322,-65.12939453,-39.7803421,55.72949219,-33.76753998,166.0,160.0,94.25,-18.3314209,75.18094635,-48.40843201
sub-05 RAMY8,0.049881685939812535,55.82382174,-9.73455973,-10.26850314,RAMY8,sub-05 RAMY8,WM,R,Cerebral WM,Right-Cerebral-White-Matter,37.84914398,6.674798489,-37.80662155,49.79675761,8.31974597,-26.5667189,78.5,133.667,129.333,42.33827972,26.39801979,-39.97661972
sub-02 RpHp11,-0.04980411316124941,73.27802636,-23.69814852,-4.579523117,RpHp11,sub-02 RpHp11,GM,R,Middle Temporal Gyrus (MTG),middletemporal,38.19777679,-13.28347015,-18.6668396,65.18204477,-1.585564961,-62.21817983,61.6297,138.5926,144.8889,49.60321808,-17.2007122,-33.02999115
sub-07 LmCC5,0.0496961929286356,-10.60255442,15.95828513,29.72774603,LmCC5,sub-07 LmCC5,WM,L,Cerebral WM,Left-Cerebral-White-Matter,33.39435577,52.19550705,28.67618752,-16.67249756,27.51019897,52.38259888,138.8,104.0,115.6,33.5093689,52.07506943,44.53937149
sub-05 LvPH8,0.049517742993196015,-37.23587434,-54.74647768,25.28238027,LvPH8,sub-05 LvPH8,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-25.10991287,-62.66481781,10.16134167,-36.37023726,-40.01425394,-9.899719894,164.667,117.0,177.667,-28.32280731,-64.14078522,6.793665886
sub-05 LpCN12,-0.049477603466137596,-6.550515998,-60.93470731,48.0755086,LpCN12,sub-05 LpCN12,GM,L,Precuneus,precuneus,27.72218513,-63.7101593,41.98174667,-7.203238994,-51.84725371,2.100279391,135.5,105.0,189.5,36.83946609,-75.10269165,14.10519218
sub-05 LpTh3,0.04947488922103725,-12.79188261,-28.63310488,10.67737275,LpTh3,sub-05 LpTh3,WM,L,Thalamus,Left-Thalamus-Proper,34.37027359,-12.98752785,-14.56483841,-13.25923863,-14.68025395,-13.34371969,141.556,120.444,152.333,40.70523834,-8.708610535,-11.83453465
sub-08 RPHC6,0.049447568878584175,44.50510605,-40.28909113,-10.23501035,RPHC6,sub-08 RPHC6,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-1.1530509,-32.60354233,-46.57226563,39.5529579,-10.35350781,-35.76753998,86.6667,162.0,160.333,28.57405472,-14.9233551,-66.79085541
sub-05 LvPH4,0.04941418317382072,-17.98091499,-45.62044551,24.32260419,LvPH4,sub-05 LvPH4,GM,L,Isthmus Cingulate Cortex,isthmuscingulate,30.48301315,-41.19784546,25.30895042,-18.20323834,-32.34725389,-8.899719954,146.5,116.0,170.0,36.7167778,-45.92244339,3.783112288
sub-07 RpTh9,0.04940858851722365,52.52371298,-27.92011467,10.27247703,RpTh9,sub-07 RpTh9,GM,R,Superior Temporal Gyrus (STG),superiortemporal,33.79132843,-10.13093662,-7.934257507,42.62750244,-9.389801025,32.38259888,79.5,124.0,152.5,33.85229111,-3.295338631,-3.291352272
sub-06 RaTh11,-0.04938334994688335,49.03100558,18.99282377,29.88398862,RaTh11,sub-06 RaTh11,GM,R,Rostral Middle Frontal Gyrus,rostralmiddlefrontal,18.49189758,63.75462341,15.6342535,50.79086077,37.80459595,35.22447949,82.8333,107.667,119.5,31.63885117,49.46702576,26.99702072
sub-06 LAMY9,0.04931867845716395,-60.56367795,-14.08031608,-18.60307477,LAMY9,sub-06 LAMY9,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-39.17292786,0.259237766,-47.45730209,-52.87583923,22.80459595,-5.108520508,186.5,148.0,134.5,-42.92022705,15.35511303,-50.61580658
sub-07 LmCC8,0.04922987785396646,-10.17843602,1.010393333,34.21109553,LmCC8,sub-07 LmCC8,WM,L,Cerebral WM,Left-Cerebral-White-Matter,36.47845459,24.82759476,24.14452934,-15.87249756,12.61019897,54.38259888,138.0,102.0,130.5,41.32148743,25.49827576,23.25193787
sub-02 LaTh8,-0.04922740780067648,-33.88712684,12.82183424,12.94173575,LaTh8,sub-02 LaTh8,GM,L,Inferior Frontal Gyrus (IFG),parsopercularis,-15.91250992,40.72061539,-14.79932976,-35.68825521,29.97033892,-50.29257983,162.5,126.667,113.333,-18.65583801,56.76151276,-21.3458271
sub-05 RAMY9,0.04921098406263281,60.96923981,-8.42000233,-8.588421055,RAMY9,sub-05 RAMY9,GM,R,Superior Temporal Gyrus (STG),superiortemporal,37.13481522,6.79600811,-35.79835892,54.69675732,8.852745998,-25.29971898,73.6,132.4,128.8,41.66764069,27.252491,-38.89129639
sub-02 RpTh5,-0.049158233962652516,21.46206689,-27.67727466,12.45085308,RpTh5,sub-02 RpTh5,WM,R,Choroid Plexus,Right-choroid-plexus,20.94006348,2.81560111,-10.19000244,16.31174476,-9.071665798,-52.37557983,110.5,128.75,152.375,-19.43534088,-21.90116501,-35.08281708
sub-07 RmCC1,-0.04888513642277977,4.130663579,31.12577313,22.10112903,RmCC1,sub-07 RmCC1,GM,R,Caudal Anterior Cingulate Cortex,caudalanteriorcingulate,-32.68827057,67.36396027,7.652190685,-3.672497559,43.51019897,48.38259888,125.8,108.0,99.6,-42.71787643,72.83125305,16.53084469
sub-06 LPHG8,-0.04888069862554452,-52.52156645,-54.96581158,-2.845416268,LPHG8,sub-06 LPHG8,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-33.56421661,-50.63696671,-34.50312805,-46.87583923,-17.69540405,-1.108520508,180.5,144.0,175.0,-42.28873062,-45.33641815,-39.73266983
sub-07 RmCC9,-0.04858327014167588,6.975652579,-7.731292467,35.68280503,RmCC9,sub-07 RmCC9,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-36.86663437,12.87220192,18.54084396,-0.072497559,4.510198975,55.38259888,122.2,101.0,138.6,-43.30774689,9.30832386,27.33774185
sub-08 RaTh16,0.04849404079562999,61.84929794,10.70120869,2.510209939,RaTh16,sub-08 RaTh16,GM,R,Precentral Gyrus,precentral,28.91923523,38.79040909,-4.63291502,57.2196579,28.97949219,-0.767539978,69.0,127.0,121.0,40.17898178,33.48043442,20.44795036
sub-02 LOFC3,-0.04836209429542501,-20.81431056,28.60263439,-20.34375493,LOFC3,sub-02 LOFC3,GM,L,Lateral Orbitofrontal Cortex,lateralorbitofrontal,9.672305107,66.79090881,-50.30988693,-22.18825519,51.30334144,-75.12557983,149.0,151.5,92.0,15.78092098,95.63179016,-47.75069046
sub-05 RpIN13,0.04830611175646031,23.58054885,-45.31094131,44.89487614,RpIN13,sub-05 RpIN13,WM,R,Cerebral WM,Right-Cerebral-White-Matter,8.48086071,-36.77427673,44.59319305,21.20575931,-38.25625364,2.918279342,107.091,104.182,175.909,11.26225853,-62.13737106,26.44634056
sub-08 RPHC10,-0.04826628022442054,58.50128905,-45.64979148,-9.687253372,RPHC10,sub-08 RPHC10,GM,R,Inferior Temporal Gyrus (ITG),inferiortemporal,38.03177261,-40.75074768,-38.02109909,52.2196579,-15.68750781,-38.10053998,74.0,164.333,165.667,41.75205231,-35.75550842,-54.83102798
sub-03 LIL6,0.04822192555375397,-65.23445532,-25.49654191,-5.780594878,LIL6,sub-03 LIL6,GM,L,Superior Temporal Gyrus (STG),superiortemporal,-40.36687469,-13.42386532,-42.20845413,-62.01732251,17.17048901,13.25250781,192.5,109.0,148.5,-47.38403702,-4.326456547,-26.8753376
sub-07 RPCu3,-0.048192942430324806,4.703218479,-38.58831842,39.90935516,RPCu3,sub-07 RPCu3,GM,R,Posterior Cingulate Cortex,posteriorcingulate,-29.82857323,-28.48640633,31.08443451,-1.122497559,-25.51480103,54.88259888,123.25,101.5,168.625,-36.83341217,-39.70751572,32.94589996
sub-06 LpTh8,0.04818956793548006,-47.45562395,-29.91667108,-0.454038768,LpTh8,sub-06 LpTh8,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-40.22685242,-15.52569199,-28.89497375,-40.87583923,3.804595947,5.891479492,174.5,137.0,153.5,-45.99726868,-6.940276623,-31.33740997
sub-02 LMDT9,0.0473075656998371,-36.58881409,-13.98936621,17.32448432,LMDT9,sub-02 LMDT9,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-18.70283699,10.96865559,-8.725840569,-38.02175523,2.803335679,-50.70907983,164.8335,127.0835,140.5,-24.15612411,13.73750782,-26.07104683
sub-07 LmCC2,-0.047268846470994656,-11.06205442,30.31906753,24.88507883,LmCC2,sub-07 LmCC2,GM,L,Superior Frontal Gyrus,superiorfrontal,34.09645844,70.23014069,13.39407349,-17.47249756,41.91019897,49.98259888,139.6,106.4,101.2,35.72563171,76.86534882,19.75515556
sub-05 RPvH3,-0.047236019610763534,11.64812664,-33.52320667,28.65241638,RPvH3,sub-05 RPvH3,GM,R,Isthmus Cingulate Cortex,isthmuscingulate,-36.09776688,-20.50798416,14.45367813,9.963759983,-24.01425377,-3.899720252,118.333,111.0,161.667,-37.95067596,-44.55909729,6.750555992
sub-06 LRMD7,0.0469722068935974,-27.52830645,-12.61223908,-0.240352268,LRMD7,sub-06 LRMD7,WM,L,Pallidum,Left-Pallidum,-16.22644997,20.57330704,-21.79068184,-21.87583923,18.80459595,8.391479492,155.5,134.5,138.5,12.44748116,18.6915493,-48.45134735
sub-08 LPHC6,0.046943163262690824,-36.66339106,-38.30415731,-7.045367061,LPHC6,sub-08 LPHC6,WM,L,Cerebral WM,Left-Cerebral-White-Matter,9.941008568,-16.9695015,-40.67599487,-34.7803421,-8.020507813,-30.76753998,161.0,157.0,158.0,11.4398365,4.700065374,-42.28066254
sub-03 LANT10,0.04669727523983627,-48.98779434,-7.877522371,-4.485212777,LANT10,sub-03 LANT10,GM,L,Superior Temporal Gyrus (STG),superiortemporal,-25.73162842,16.92376518,-33.69315338,-45.85032347,34.33748697,16.25250745,176.333,106.0,131.333,-30.10861206,25.60271645,-30.47603798
sub-08 RAMY11,0.046671812465723043,55.11449294,-6.972108311,-24.09136906,RAMY11,sub-08 RAMY11,GM,R,Middle Temporal Gyrus (MTG),middletemporal,38.0802536,14.35434532,-51.62691879,50.2196579,24.97949219,-31.76753998,76.0,158.0,125.0,44.295784,42.05547714,-48.1276474
sub-05 RpCN10,-0.04634243503297363,16.93587228,-51.1932662,45.34366547,RpCN10,sub-05 RpCN10,GM,R,Precuneus,precuneus,-30.16506386,-45.8185463,39.34810257,14.79675969,-43.01425367,1.767279411,113.5,105.333,180.667,-37.80817032,-63.16203308,15.6619854
sub-03 LANT1,0.04626137645458485,-3.201117453,-6.30559131,6.543782248,LANT1,sub-03 LANT1,WM,L,Thalamus,Left-Thalamus-Proper,40.68188477,17.91059685,-17.12761879,-2.017326087,34.00348701,23.91920653,132.5,98.3333,131.667,48.45433426,24.69304276,-15.10247612
sub-07 LRMD2,0.0462439036848415,-2.001757021,-12.49469567,-3.587636968,LRMD2,sub-07 LRMD2,WM,L,Thalamus,Left-Thalamus-Proper,37.32971954,17.46103287,-27.84778976,-6.872497559,6.110198975,19.38259888,129.0,137.0,137.0,43.65420914,15.60264206,-27.3180027
sub-03 LSR5,0.04622797336843602,-60.59793732,-50.03324891,6.668879122,LSR5,sub-03 LSR5,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-35.70512009,-44.14192963,-22.54504395,-58.01732275,-8.829507887,20.25250697,188.5,102.0,174.5,-41.13667297,-59.18755722,-22.65952873
sub-02 LaTh5,0.04619713921667127,-21.85804458,2.68044639,9.067965074,LaTh5,sub-02 LaTh5,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-13.6717968,31.88380432,-18.95027351,-24.18825521,20.80333781,-54.12557983,151.0,130.5,122.5,-16.60731316,46.91479492,-25.4716568
sub-07 RmCC8,-0.04608413975458174,7.008908721,-2.664894669,34.91578116,RmCC8,sub-07 RmCC8,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-36.13336563,20.21155167,20.33766174,-0.205497559,9.443198975,55.38259888,122.333,101.0,133.667,-43.74511719,17.83896828,28.14014626
sub-08 RaTh1,0.04602023522978449,6.983168308,-3.492871045,2.213455473,RaTh1,sub-08 RaTh1,WM,R,Thalamus,Right-Thalamus-Proper,-36.99911118,22.98855972,-21.8456192,6.450457898,17.82529219,-6.921039978,119.7692,133.1535,132.1542,-43.05408859,29.1647644,-3.378621101
sub-03 LIL3,-0.04594570958967461,-50.62525584,-31.32966687,-2.817146277,LIL3,sub-03 LIL3,GM,L,Superior Temporal Gyrus (STG),superiortemporal,-40.0343132,-16.79753685,-26.3733387,-48.35032333,10.83748977,14.25250769,178.833,108.0,154.833,-47.5049324,-11.90316582,-30.2463913
sub-02 RpHp6,0.045846635768794004,46.1596149,-25.48847018,-10.57217141,RpHp6,sub-02 RpHp6,WM,R,Cerebral WM,Right-Cerebral-White-Matter,39.92343903,-9.634251595,-35.0090065,40.31174477,-2.696665065,-69.62557983,86.5,146.0,146.0,44.88610458,-7.743642807,-23.80374336
sub-07 RmCC10,-0.04582847202580845,7.234100579,-12.87684887,36.44523003,RmCC10,sub-07 RmCC10,GM,R,Posterior Cingulate Cortex,posteriorcingulate,-33.76181412,5.599522114,26.68432426,0.327502441,-0.489801025,55.38259888,121.8,101.0,143.6,-43.87733078,1.216116473,21.4057579
sub-07 RPCu7,0.04577729749323623,10.70191935,-50.29894292,56.38410528,RPCu7,sub-07 RPCu7,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-28.91393471,-41.60748291,53.53191376,4.252502441,-39.13980103,68.25759888,117.875,88.125,182.25,-33.54688263,-59.53520203,50.32095337
sub-02 LMDT3,0.04563384500363042,-6.528274335,-12.52035499,4.585065825,LMDT3,sub-02 LMDT3,WM,L,Thalamus,Left-Thalamus-Proper,37.95513153,12.35433483,-21.72616577,-9.521755224,6.803336124,-58.95907983,136.3335,135.3335,136.5,40.67277908,14.11268139,-25.30365753
sub-05 LpCN13,-0.04558104645500746,-6.283781997,-66.91962533,49.4431466,LpCN13,sub-05 LpCN13,WM,L,Cerebral WM,Left-Cerebral-White-Matter,27.11050034,-65.85773468,42.27791214,-7.203238994,-56.84725372,1.10027945,135.5,106.0,194.5,35.71286774,-82.14032745,12.65406799
sub-02 LPHG7,0.04552926856384916,-52.66743961,-33.34808458,-13.85234793,LPHG7,sub-02 LPHG7,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-41.40883636,-19.08740997,-34.84177017,-51.18825524,-11.19666597,-81.12557983,178.0,157.5,154.5,-40.43722916,-30.53014755,-61.31056976
sub-07 LOfC7,-0.04550307704665826,-34.83906152,31.53412533,2.313799032,LOfC7,sub-07 LOfC7,GM,L,Inferior Frontal Gyrus (IFG),parstriangularis,-13.35402012,65.7120285,-24.66123009,-38.37249756,46.11019897,28.88259888,160.5,127.5,97.0,-15.13945389,73.93765259,-19.38420296
sub-05 LaTh9,-0.04546774402351648,-37.76380035,24.68360359,11.28764615,LaTh9,sub-05 LaTh9,GM,L,Inferior Frontal Gyrus (IFG),parstriangularis,-17.2324276,59.00418472,-18.71088409,-33.37023743,24.9857463,6.100279152,161.667,101.0,112.667,-13.94188499,53.46547318,11.13992786
sub-02 RaTh6,-0.04543710659541009,20.87824667,6.010117595,6.685971332,RaTh6,sub-02 RaTh6,WM,R,Putamen,Right-Putamen,13.30608463,34.04688263,-20.8921051,15.56174479,25.05333827,-52.37557983,111.25,128.75,118.25,11.74019241,40.26453018,-14.63932133
sub-07 LpIN12,0.045424561398739356,-33.60065069,-28.38030479,22.9804474,LpIN12,sub-07 LpIN12,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-21.89884949,-4.509094238,-3.901367188,-35.66249756,-14.05980103,39.27259888,157.79,117.11,157.17,-24.43017197,-7.680743217,-9.445091248
sub-07 LOfC12,-0.04524566852388889,-53.49743785,28.07085573,22.32124049,LOfC12,sub-07 LOfC12,GM,L,Rostral Middle Frontal Gyrus,rostralmiddlefrontal,-23.03993988,61.39352798,-4.304424763,-55.71539756,39.11729897,45.26119888,177.8429,111.1214,103.9929,-21.20980835,74.05198669,18.96065331
sub-07 LRMD9,0.044881819693719543,-40.27207802,-14.45476267,-5.619788968,LRMD9,sub-07 LRMD9,GM,L,Insula,insula,-17.9426918,22.81086922,-28.66503334,-41.37249756,3.610198975,15.38259888,163.5,141.0,139.5,-16.41043091,18.61272621,-25.75439262
sub-02 LpTh9,-0.0445324136941022,-49.53056484,-32.10226182,23.56597005,LpTh9,sub-02 LpTh9,GM,L,Supramarginal Gyrus,supramarginal,-34.72779083,-19.6137619,5.82407856,-50.07725524,-16.25266658,-49.06957983,176.889,125.444,159.556,-39.62225723,-22.09962273,-2.542257309
sub-02 RaTh13,-0.044511678227633356,53.29300393,23.93840881,8.633481587,RaTh13,sub-02 RaTh13,GM,R,Inferior Frontal Gyrus (IFG),parstriangularis,23.44479942,62.07901001,-13.1722641,45.3117448,42.80334035,-45.62557983,81.5,122.0,100.5,24.9133358,71.84692383,1.607066035
sub-03 LANT2,0.044289707480353234,-8.444634324,-6.329136914,5.494258122,LANT2,sub-03 LANT2,WM,L,Thalamus,Left-Thalamus-Proper,40.58623505,18.78904343,-18.13635635,-7.017325789,34.17048699,23.25250661,137.5,99.0,131.5,48.21608734,24.42217445,-16.27268028
sub-08 RPHC4,0.04386014829708071,37.49436805,-37.38481448,-10.04716437,RPHC4,sub-08 RPHC4,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-0.037449002,-28.58073616,-48.21719742,33.2196579,-7.687507813,-34.10053998,93.0,160.333,157.667,-5.954917908,-15.01819801,-59.55652618
sub-06 LmCC16,-0.04378711698206502,-6.619457951,-40.70990458,38.88031373,LmCC16,sub-06 LmCC16,GM,L,Precuneus,precuneus,31.45473289,-31.46375275,29.85850334,-2.375839233,-16.69540405,33.89147949,136.0,109.0,174.0,38.56531906,-48.74741364,21.41560364
